name,descrizione,colori,image_url,marca
Manicotto flessibile universale,"Accessorio per impiantistica, è indicato per le reti di scarico dell’acqua Materiale: PVC.",N/A,/images/first_corporation_prodotti/Manicottoflessibileuniversale.webp,First Corporation
Manicotto senza battente,"Accessorio del sistema BI-BI KOLL system, ed è indicato per le reti di scarico dell’acqua Materiale: PVC.",N/A,/images/first_corporation_prodotti/Manicottosenzabattente.webp,First Corporation
Pozzetto a pavimento alto 4 vie,"Accessorio del sistema BI-BI KOLL system, ed è indicato per le reti di scarico dell’acqua Materiale: PVC.",N/A,/images/first_corporation_prodotti/Pozzettoapavimentoalto4vie.webp,First Corporation
Pozzetto a pavimento basso 1 via,"Accessorio del sistema BI-BI KOLL system, ed è indicato per le reti di scarico dell’acqua Materiale: PVC.",N/A,/images/first_corporation_prodotti/Pozzettoapavimentobasso1via.webp,First Corporation
Pozzetto a pavimento basso 2 vie,"Accessorio del sistema BI-BI KOLL system, ed è indicato per le reti di scarico dell’acqua Materiale: PVC.",N/A,/images/first_corporation_prodotti/Pozzettoapavimentobasso2vie.webp,First Corporation
Pozzetto a pavimento basso 4 vie,"Accessorio del sistema BI-BI KOLL system, ed è indicato per le reti di scarico dell’acqua Materiale: PVC.",N/A,/images/first_corporation_prodotti/Pozzettoapavimentobasso4vie.webp,First Corporation
Riduzione concentrica,"Accessorio del sistema BI-BI KOLL system, ed è indicato per le reti di scarico dell’acqua Materiale: PVC.",N/A,/images/first_corporation_prodotti/Riduzioneconcentrica.webp,First Corporation
Riduzione MF,"Accessorio del sistema BI-BI KOLL system, ed è indicato per le reti di scarico dell’acqua Materiale: PVC.",N/A,/images/first_corporation_prodotti/RiduzioneMF.webp,First Corporation
Sella, Materiale: PVC.,N/A,/images/first_corporation_prodotti/Sella.webp,First Corporation
Sifone per turca,componente utilizzato nei sistemi di scarico dei bagni con toilette alla turca Materiale: .,N/A,/images/first_corporation_prodotti/Sifoneperturca.webp,First Corporation
Sifone per turca con guarnizione,componente utilizzato nei sistemi di scarico dei bagni con toilette alla turca Materiale: .,N/A,/images/first_corporation_prodotti/Sifoneperturcaconguarnizione.webp,First Corporation
Supporto regolabile con piedini, Materiale: ABS.,N/A,/images/first_corporation_prodotti/Supportoregolabileconpiedini.webp,First Corporation
Tampone di riduzione doppio,"Accessorio del sistema BI-BI KOLL system, ed è indicato per le reti di scarico dell’acqua Materiale: PVC.",N/A,/images/first_corporation_prodotti/Tamponediriduzionedoppio.webp,First Corporation
Tampone di Riduzione Maschio,"Accessorio del sistema BI-BI KOLL system, ed è indicato per le reti di scarico dell’acqua Materiale: PVC.",N/A,/images/first_corporation_prodotti/TamponediRiduzioneMaschio.webp,First Corporation
Tampone di Riduzione Semplice,"Accessorio del sistema BI-BI KOLL system, ed è indicato per le reti di scarico dell’acqua Materiale: PVC.",N/A,/images/first_corporation_prodotti/TamponediRiduzioneSemplice.webp,First Corporation
Tampone di riduzione triplo,"Accessorio del sistema BI-BI KOLL system, ed è indicato per le reti di scarico dell’acqua Materiale: PVC.",N/A,/images/first_corporation_prodotti/Tamponediriduzionetriplo.webp,First Corporation
Tappo a vite guarnizione compresa,"Accessorio del sistema BI-BI KOLL system, ed è indicato per le reti di scarico dell’acqua Materiale: PVC.",N/A,/images/first_corporation_prodotti/Tappoaviteguarnizionecompresa.webp,First Corporation
Tappo con chiusura a baionetta,"Accessorio del sistema BI-BI KOLL system, ed è indicato per le reti di scarico dell’acqua Materiale: PVC.",N/A,/images/first_corporation_prodotti/Tappoconchiusuraabaionetta.webp,First Corporation
Tappo fisso,"Accessorio del sistema BI-BI KOLL system, ed è indicato per le reti di scarico dell’acqua Materiale: PVC.",N/A,/images/first_corporation_prodotti/Tappofisso.webp,First Corporation
Tubo in PVC BI-BI KOLL SYSTEM,Indicato per le reti di scarico dell’acqua Materiale: PVC.,N/A,/images/first_corporation_prodotti/TuboinPVCBI-BIKOLLSYSTEM.webp,First Corporation
Tubo in PVC BI-BI KOLL SYSTEM,Indicato per le reti di scarico dell’acqua Materiale: PVC.,N/A,/images/first_corporation_prodotti/TuboinPVCBI-BIKOLLSYSTEM.webp,First Corporation
Anello per curva WC Grigio – Gamma completamento,"Accessorio adatto alla costruzione di impianti fognari, scarico per acque sporche o per condotte di ventilazione Materiale: PVC-U.",N/A,/images/first_corporation_prodotti/AnellopercurvaWCGrigioGammacompletamento.webp,First Corporation
Aumento conico eccentrico Arancio Gamma completamento,"Accessorio adatto alla costruzione di impianti fognari, scarico per acque sporche o per condotte di ventilazione Materiale: PVC-U.",N/A,/images/first_corporation_prodotti/AumentoconicoeccentricoArancioGammacompletamento.webp,First Corporation
Curva 45° Arancio – Gamma Base,"Accessorio adatto alla costruzione di impianti fognari, scarico per acque sporche o per condotte di ventilazione Materiale: PVC-U.",N/A,/images/first_corporation_prodotti/Curva45ArancioGammaBase.webp,First Corporation
Curva 45° Arancio – Gamma completamento,"Accessorio adatto alla costruzione di impianti fognari, scarico per acque sporche o per condotte di ventilazione Materiale: PVC-U.",N/A,/images/first_corporation_prodotti/Curva45ArancioGammacompletamento.webp,First Corporation
Curva 45° con O’Ring,"Sistema di raccordi completo di o’ring con guarnizione, oltre a permettere una perfetta tenuta anche per movimenti del suolo, garantisce tempi di posa in opera rapidi. Materiale: PVC.",N/A,/images/first_corporation_prodotti/Curva45conORing.webp,First Corporation
Curva 45° con O’Ring,"Sistema di raccordi completo di o’ring con guarnizione, oltre a permettere una perfetta tenuta anche per movimenti del suolo, garantisce tempi di posa in opera rapidi. Materiale: PVC.",N/A,/images/first_corporation_prodotti/Curva45conORing.webp,First Corporation
Curva 45° con tappo di ispezione destro Arancio – Gamma Completamento,"Accessorio adatto alla costruzione di impianti fognari, scarico per acque sporche o per condotte di ventilazione Materiale: PVC-U.",N/A,/images/first_corporation_prodotti/Curva45contappodiispezionedestroArancioGammaCompletamento.webp,First Corporation
Curva 45° con tappo di ispezione sinistro Arancio – Gamma Completamento,"Accessorio adatto alla costruzione di impianti fognari, scarico per acque sporche o per condotte di ventilazione Materiale: PVC-U.",N/A,/images/first_corporation_prodotti/Curva45contappodiispezionesinistroArancioGammaCompletamento.webp,First Corporation
Curva 67°30′ Arancio – Gamma completamento,"Accessorio adatto alla costruzione di impianti fognari, scarico per acque sporche o per condotte di ventilazione Materiale: PVC-U.",N/A,/images/first_corporation_prodotti/Curva6730ArancioGammacompletamento.webp,First Corporation
Curva 87° con O’Ring,"Sistema di raccordi completo di o’ring con guarnizione, oltre a permettere una perfetta tenuta anche per movimenti del suolo, garantisce tempi di posa in opera rapidi. Materiale: PVC.",N/A,/images/first_corporation_prodotti/Curva87conORing.webp,First Corporation
Curva 87°30′ Arancio – Gamma Base,"Accessorio adatto alla costruzione di impianti fognari, scarico per acque sporche o per condotta di ventilazione Materiale: PVC-U.",N/A,/images/first_corporation_prodotti/Curva8730ArancioGammaBase.webp,First Corporation
Curva 87°30′ Arancio – Gamma completamento,"Accessorio adatto alla costruzione di impianti fognari, scarico per acque sporche o per condotte di ventilazione Materiale: PVC-U.",N/A,/images/first_corporation_prodotti/Curva8730ArancioGammacompletamento.webp,First Corporation
Curva 87°30′ con O’Ring,"Sistema di raccordi completo di o’ring con guarnizione, oltre a permettere una perfetta tenuta anche per movimenti del suolo, garantisce tempi di posa in opera rapidi. Materiale: PVC.",N/A,/images/first_corporation_prodotti/Curva8730conORing.webp,First Corporation
Curva 87°30′ con tappo di ispezione destro Arancio – Gamma Completamento,"Accessorio adatto alla costruzione di impianti fognari, scarico per acque sporche o per condotte di ventilazione Materiale: PVC-U.",N/A,/images/first_corporation_prodotti/Curva8730contappodiispezionedestroArancioGammaCompletamento.webp,First Corporation
Curva 87°30′ con tappo di ispezione sinistro Arancio – Gamma Completamento,"Accessorio adatto alla costruzione di impianti fognari, scarico per acque sporche o per condotte di ventilazione Materiale: PVC-U.",N/A,/images/first_corporation_prodotti/Curva8730contappodiispezionesinistroArancioGammaCompletamento.webp,First Corporation
Curva 87°30′ ridotta con O’Ring,"Sistema di raccordi completo di o’ring con guarnizione, oltre a permettere una perfetta tenuta anche per movimenti del suolo, garantisce tempi di posa in opera rapidi. Materiale: PVC.",N/A,/images/first_corporation_prodotti/Curva8730ridottaconORing.webp,First Corporation
Curva WC alta Arancio – Gamma Completamento, Materiale: PVC-U.,N/A,/images/first_corporation_prodotti/CurvaWCaltaArancioGammaCompletamento.webp,First Corporation
Curva WC alta con due attacchi laterali Arancio – Gamma Completamento,"Accessorio adatto alla costruzione di impianti fognari, scarico per acque sporche o per condotte di ventilazione Materiale: PVC-U.",N/A,/images/first_corporation_prodotti/CurvaWCaltacondueattacchilateraliArancioGammaCompletamento.webp,First Corporation
Curva WC bassa Arancio – Gamma Completamento,"Accessorio adatto alla costruzione di impianti fognari, scarico per acque sporche o per condotte di ventilazione Materiale: PVC-U.",N/A,/images/first_corporation_prodotti/CurvaWCbassaArancioGammaCompletamento.webp,First Corporation
Curva WC bassa con due attacchi laterali Arancio – Gamma Completamento,"Accessorio adatto alla costruzione di impianti fognari, scarico per acque sporche o per condotte di ventilazione Materiale: PVC-U.",N/A,/images/first_corporation_prodotti/CurvaWCbassacondueattacchilateraliArancioGammaCompletamento.webp,First Corporation
Derivazione 45° Arancio – Gamma Base,"Accessorio adatto alla costruzione di impianti fognari, scarico per acque sporche o per condotte di ventilazione Materiale: PVC-U.",N/A,/images/first_corporation_prodotti/Derivazione45ArancioGammaBase.webp,First Corporation
Derivazione 45° Arancio – Gamma completamento,"AcRosso RAL 8023nti fognari, scarico per acque sporche o per condotte di ventilazione Materiale: PVC-U.",N/A,/images/first_corporation_prodotti/Derivazione45ArancioGammacompletamento.webp,First Corporation
Derivazione 45° con O’Ring,"Sistema di raccordi completo di o’ring con guarnizione, oltre a permettere una perfetta tenuta anche per movimenti del suolo, garantisce tempi di posa in opera rapidi. Materiale: PVC.",N/A,/images/first_corporation_prodotti/Derivazione45conORing.webp,First Corporation
Derivazione 45° con O’Ring,"Sistema di raccordi completo di o’ring con guarnizione, oltre a permettere una perfetta tenuta anche per movimenti del suolo, garantisce tempi di posa in opera rapidi. Materiale: PVC.",N/A,/images/first_corporation_prodotti/Derivazione45conORing.webp,First Corporation
Derivazione 45° con tappo di ispezione destro Arancio – Gamma Completamento,"Accessorio adatto alla costruzione di impianti fognari, scarico per acque sporche o per condotte di ventilazione Materiale: PVC-U.",N/A,/images/first_corporation_prodotti/Derivazione45contappodiispezionedestroArancioGammaCompletamento.webp,First Corporation
Derivazione 45° con tappo di ispezione sinistro Arancio – Gamma Completamento,"Accessorio adatto alla costruzione di impianti fognari, scarico per acque sporche o per condotte di ventilazione Materiale: PVC-U.",N/A,/images/first_corporation_prodotti/Derivazione45contappodiispezionesinistroArancioGammaCompletamento.webp,First Corporation
Derivazione 45° ridotta Arancio – Gamma completamento,"Accessorio adatto alla costruzione di impianto fognario, scarico per acque sporche o per condotta di ventilazione Materiale: PVC-U.",N/A,/images/first_corporation_prodotti/Derivazione45ridottaArancioGammacompletamento.webp,First Corporation
Derivazione 45° ridotta doppia Arancio – Gamma Completamento,"Accessorio adatto alla costruzione di impianti fognari, scarico per acque sporche o per condotte di ventilazione Materiale: PVC-U.",N/A,/images/first_corporation_prodotti/Derivazione45ridottadoppiaArancioGammaCompletamento.webp,First Corporation
Derivazione 45° ridotta doppia Arancio – Gamma Completamento,"Accessorio adatto alla costruzione di impianti fognari, scarico per acque sporche o per condotte di ventilazione Materiale: PVC-U.",N/A,/images/first_corporation_prodotti/Derivazione45ridottadoppiaArancioGammaCompletamento.webp,First Corporation
Derivazione 45° ridotta tripla Arancio – Gamma Completamento,"Accessorio adatto alla costruzione di impianti fognari, scarico per acque sporche o per condotte di ventilazione Materiale: PVC-U.",N/A,/images/first_corporation_prodotti/Derivazione45ridottatriplaArancioGammaCompletamento.webp,First Corporation
Derivazione 87°30′ Arancio – Gamma base,"Accessorio adatto alla costruzione di impianti fognari, scarico per acque sporche o per condotte di ventilazione Materiale: PVC-U.",N/A,/images/first_corporation_prodotti/Derivazione8730ArancioGammabase.webp,First Corporation
Derivazione 87°30′ Arancio RAL8023 – Gamma completamento,"Accessorio adatto alla costruzione di impianti fognari, scarico per acque sporche o per condotte di ventilazione Materiale: PVC-U.",N/A,/images/first_corporation_prodotti/Derivazione8730ArancioRAL8023Gammacompletamento.webp,First Corporation
Derivazione 87°30′ con O’Ring,"Sistema di raccordi completo di o’ring con guarnizione, oltre a permettere una perfetta tenuta anche per movimenti del suolo, garantisce tempi di posa in opera rapidi. Materiale: PVC.",N/A,/images/first_corporation_prodotti/Derivazione8730conORing.webp,First Corporation
Derivazione 87°30′ con O’Ring,"Sistema di raccordi completo di o’ring con guarnizione, oltre a permettere una perfetta tenuta anche per movimenti del suolo, garantisce tempi di posa in opera rapidi. Materiale: PVC.",N/A,/images/first_corporation_prodotti/Derivazione8730conORing.webp,First Corporation
Derivazione 87°30′ con tappo di ispezione Arancio – Gamma completamento,"Accessorio adatto alla costruzione di impianti fognari, scarico per acque sporche o per condotte di ventilazione Materiale: PVC-U.",N/A,/images/first_corporation_prodotti/Derivazione8730contappodiispezioneArancioGammacompletamento.webp,First Corporation
Derivazione 87°30′ con tappo di ispezione destro Arancio – Gamma completamento,"Accessorio adatto alla costruzione di impianti fognari, scarico per acque sporche o per condotte di ventilazione Materiale: PVC-U.",N/A,/images/first_corporation_prodotti/Derivazione8730contappodiispezionedestroArancioGammacompletamento.webp,First Corporation
Derivazione 87°30′ con tappo di ispezione sinistro Arancio – Gamma completamento,"Accessorio adatto alla costruzione di impianti fognari, scarico per acque sporche o per condotte di ventilazione Materiale: PVC-U.",N/A,/images/first_corporation_prodotti/Derivazione8730contappodiispezionesinistroArancioGammacompletamento.webp,First Corporation
Derivazione 87°30′ ridotta Arancio – Gamma Completamento,"Accessorio adatto alla costruzione di impianti fognari, scarico per acque sporche o per condotte di ventilazione Materiale: PVC-U.",N/A,/images/first_corporation_prodotti/Derivazione8730ridottaArancioGammaCompletamento.webp,First Corporation
Derivazione 87°30′ ridotta Arancio RAL2008 Gamma completamento,I raccordi ad incollaggio della gamma completamento colore arancio per l’edilizia sono prodotti dalla First Plast utilizzando PVC non plastificato (PVC_U) di elevata qualità e nel rispetto dei requisiti prescritti dalla norma EN1329-1:2018 relativa ai sistemi per scarichi a bassa e ad alta temperatura all’interno degli edifici Materiale: PVC-U.,N/A,/images/first_corporation_prodotti/Derivazione8730ridottaArancioRAL2008Gammacompletamento.webp,First Corporation
Derivazione 87°30′ ridotta doppia Arancio – Gamma Completamento,"Accessorio adatto alla costruzione di impianti fognari, scarico per acque sporche o per condotte di ventilazione Materiale: PVC-U.",N/A,/images/first_corporation_prodotti/Derivazione8730ridottadoppiaArancioGammaCompletamento.webp,First Corporation
Derivazione doppia 45° Arancio – Gamma completamento,"Accessorio adatto alla costruzione di impianti fognari, scarico per acque sporche o per condotte di ventilazione Materiale: PVC-U.",N/A,/images/first_corporation_prodotti/Derivazionedoppia45ArancioGammacompletamento.webp,First Corporation
Estrattore statico,Favorisce il tiraggio della colonna di ventilazione anche in condizioni atmosferiche avverse Materiale: PVC.,N/A,/images/first_corporation_prodotti/Estrattorestatico.webp,First Corporation
Giunto di dilatazione con O’ ring Arancio – Gamma Completamento,"Accessorio adatto alla costruzione di impianti fognari, scarico per acque sporche o per condotte di ventilazione Materiale: PVC-U.",N/A,/images/first_corporation_prodotti/GiuntodidilatazioneconOringArancioGammaCompletamento.webp,First Corporation
Giunto di riparazione Arancio – Gamma Completamento,"Accessorio adatto alla costruzione di impianti fognari, scarico per acque sporche o per condotte di ventilazione Materiale: PVC-U.",N/A,/images/first_corporation_prodotti/GiuntodiriparazioneArancioGammaCompletamento.webp,First Corporation
Guarnizione nera per curva WC – Gamma Completamento,"Accessorio adatto alla costruzione di impianti fognari, scarico per acque sporche o per condotte di ventilazione Materiale: Gomma.",N/A,/images/first_corporation_prodotti/GuarnizionenerapercurvaWCGammaCompletamento.webp,First Corporation
Manicotto con battente Arancio – Gamma Completamento,"Accessorio adatto alla costruzione di impianti fognari, scarico per acque sporche o per condotte di ventilazione Materiale: PVC-U.",N/A,/images/first_corporation_prodotti/ManicottoconbattenteArancioGammaCompletamento.webp,First Corporation
Manicotto con O’Ring,"Sistema di raccordi completo di o’ring con guarnizione, oltre a permettere una perfetta tenuta anche per movimenti del suolo, garantisce tempi di posa in opera rapidi. Materiale: PVC.",N/A,/images/first_corporation_prodotti/ManicottoconORing.webp,First Corporation
Manicotto con O’Ring,"Sistema di raccordi completo di o’ring con guarnizione, oltre a permettere una perfetta tenuta anche per movimenti del suolo, garantisce tempi di posa in opera rapidi. Materiale: PVC.",N/A,/images/first_corporation_prodotti/ManicottoconORing.webp,First Corporation
Manicotto senza battente Arancio – Gamma Completamento,"Accessorio adatto alla costruzione di impianti fognari, scarico per acque sporche o per condotte di ventilazione Materiale: PVC-U.",N/A,/images/first_corporation_prodotti/ManicottosenzabattenteArancioGammaCompletamento.webp,First Corporation
Paletta di ricambio universale, Materiale: PVC.,N/A,/images/first_corporation_prodotti/Palettadiricambiouniversale.webp,First Corporation
Riduzione concentrica Rossa – Gamma Completamento,"Accessorio adatto alla costruzione di impianti fognari, scarico per acque sporche o per condotte di ventilazione Materiale: PVC-U.",N/A,/images/first_corporation_prodotti/RiduzioneconcentricaRossaGammaCompletamento.webp,First Corporation
Riduzione conica concentrica Arancio – Gamma Completamento,"Accessorio adatto alla costruzione di impianti fognari, scarico per acque sporche o per condotte di ventilazione Materiale: PVC-U.",N/A,/images/first_corporation_prodotti/RiduzioneconicaconcentricaArancioGammaCompletamento.webp,First Corporation
Riduzione eccentrica Arancio – Gamma Completamento,"Accessorio adatto alla costruzione di impianti fognari, scarico per acque sporche o per condotte di ventilazione Materiale: PVC-U.",N/A,/images/first_corporation_prodotti/RiduzioneeccentricaArancioGammaCompletamento.webp,First Corporation
Riduzione incorporata Arancio – Gamma Completamento,"Accessorio adatto alla costruzione di impianti fognari, scarico per acque sporche o per condotte di ventilazione Materiale: PVC-U.",N/A,/images/first_corporation_prodotti/RiduzioneincorporataArancioGammaCompletamento.webp,First Corporation
Sifone Firenze con doppia Ispezione,I sifoni rappresentano i tradizionali sistemi di allaccio fra le reti idriche bianche e nere dei fabbricati e la rete di scarico comunale al fine di evitare il ritorno di odori sgradevoli. Materiale: PVC.,N/A,/images/first_corporation_prodotti/SifoneFirenzecondoppiaIspezione.webp,First Corporation
Sifone Firenze con Ispezione,I sifoni rappresentano i tradizionali sistemi di allaccio fra le reti idriche bianche e nere dei fabbricati e la rete di scarico comunale al fine di evitare il ritorno di odori sgradevoli. Materiale: PVC.,N/A,/images/first_corporation_prodotti/SifoneFirenzeconIspezione.webp,First Corporation
Sifone Monolitico,I sifoni rappresentano i tradizionali sistemi di allaccio fra le reti idriche bianche e nere dei fabbricati e la rete di scarico comunale al fine di evitare il ritorno di odori sgradevoli. Materiale: PVC.,N/A,/images/first_corporation_prodotti/SifoneMonolitico.webp,First Corporation
Sifone Monolitico,I sifoni rappresentano i tradizionali sistemi di allaccio fra le reti idriche bianche e nere dei fabbricati e la rete di scarico comunale al fine di evitare il ritorno di odori sgradevoli. Materiale: PVC.,N/A,/images/first_corporation_prodotti/SifoneMonolitico.webp,First Corporation
Sifone Monolitico con O’Ring,I sifoni rappresentano i tradizionali sistemi di allaccio fra le reti idriche bianche e nere dei fabbricati e la rete di scarico comunale al fine di evitare il ritorno di odori sgradevoli. Materiale: PVC.,N/A,/images/first_corporation_prodotti/SifoneMonoliticoconORing.webp,First Corporation
Sifone Monolitico con O’Ring,I sifoni rappresentano i tradizionali sistemi di allaccio fra le reti idriche bianche e nere dei fabbricati e la rete di scarico comunale al fine di evitare il ritorno di odori sgradevoli. Materiale: PVC.,N/A,/images/first_corporation_prodotti/SifoneMonoliticoconORing.webp,First Corporation
Sifone Monolitico O-O,I sifoni rappresentano i tradizionali sistemi di allaccio fra le reti idriche bianche e nere dei fabbricati e la rete di scarico comunale al fine di evitare il ritorno di odori sgradevoli. Materiale: PVC.,N/A,/images/first_corporation_prodotti/SifoneMonoliticoO-O.webp,First Corporation
Sifone Monolitico V-O,I sifoni rappresentano i tradizionali sistemi di allaccio fra le reti idriche bianche e nere dei fabbricati e la rete di scarico comunale al fine di evitare il ritorno di odori sgradevoli. Materiale: PVC.,N/A,/images/first_corporation_prodotti/SifoneMonoliticoV-O.webp,First Corporation
Sifone Torino con doppia Ispezione,I sifoni rappresentano i tradizionali sistemi di allaccio fra le reti idriche bianche e nere dei fabbricati e la rete di scarico comunale al fine di evitare il ritorno di odori sgradevoli. Materiale: PVC.,N/A,/images/first_corporation_prodotti/SifoneTorinocondoppiaIspezione.webp,First Corporation
Tampone di riduzione doppio Arancio – Gamma Completamento,"Accessorio adatto alla costruzione di impianti fognari, scarico per acque sporche o per condotte di ventilazione Materiale: PVC-U.",N/A,/images/first_corporation_prodotti/TamponediriduzionedoppioArancioGammaCompletamento.webp,First Corporation
Tampone di riduzione semplice Arancio – Gamma Completamento,"Accessorio adatto alla costruzione di impianti fognari, scarico per acque sporche o per condotte di ventilazione Materiale: PVC-U.",N/A,/images/first_corporation_prodotti/TamponediriduzionesempliceArancioGammaCompletamento.webp,First Corporation
Tampone di riduzione semplice Arancio – Gamma Completamento (Copia), Materiale: PVC-U.,N/A,/images/first_corporation_prodotti/TamponediriduzionesempliceArancioGammaCompletamentoCopia.webp,First Corporation
Tampone di riduzione triplo Arancio – Gamma Completamento,"Accessorio adatto alla costruzione di impianti fognari, scarico per acque sporche o per condotte di ventilazione Materiale: PVC-U.",N/A,/images/first_corporation_prodotti/TamponediriduzionetriploArancioGammaCompletamento.webp,First Corporation
Tappo a vite per ispezione Arancio – Gamma Completamento,"Accessorio adatto alla costruzione di impianti fognari, scarico per acque sporche o per condotte di ventilazione Materiale: PVC-U.",N/A,/images/first_corporation_prodotti/TappoaviteperispezioneArancioGammaCompletamento.webp,First Corporation
Tappo a vite per ispezione Rosso – Gamma Completamento,"Accessorio adatto alla costruzione di impianti fognari, scarico per acque sporche o per condotte di ventilazione Materiale: PVC-U.",N/A,/images/first_corporation_prodotti/TappoaviteperispezioneRossoGammaCompletamento.webp,First Corporation
Tappo di ispezione a baionetta Arancio – Gamma Completamento,"Accessorio adatto alla costruzione di impianti fognari, scarico per acque sporche o per condotte di ventilazion Materiale: PVC-U.",N/A,/images/first_corporation_prodotti/TappodiispezioneabaionettaArancioGammaCompletamento.webp,First Corporation
Tappo Fisso, Materiale: PVC.,N/A,/images/first_corporation_prodotti/TappoFisso.webp,First Corporation
Tappo fisso Arancio – Gamma Completamento,"Accessorio adatto alla costruzione di impianti fognari, scarico per acque sporche o per condotte di ventilazione Materiale: PVC-U.",N/A,/images/first_corporation_prodotti/TappofissoArancioGammaCompletamento.webp,First Corporation
Tappo Fisso F, Materiale: PVC.,N/A,/images/first_corporation_prodotti/TappoFissoF.webp,First Corporation
Testa esalatore,Si installa nella parte terminale della colonna di scarico fuori dal tetto. L’articolo consente la dispersione degli odori sgradevoli provenienti dallo svuotamento dei sifoni intermedi degli impianti di scarico. Materiale: PVC.,N/A,/images/first_corporation_prodotti/Testaesalatore.webp,First Corporation
Valvola di fine linea femmina,Utilizzata ovunque ci sia la necessità di prevenire il flusso di ritorno dell’acqua in una condotta. Materiale: PVC.,N/A,/images/first_corporation_prodotti/Valvoladifinelineafemmina.webp,First Corporation
Valvola di fine linea flangiata,Utilizzata ovunque ci sia la necessità di prevenire il flusso di ritorno dell’acqua in una condotta. Materiale: PVC.,N/A,/images/first_corporation_prodotti/Valvoladifinelineaflangiata.webp,First Corporation
Valvola di fine linea maschio,Utilizzata ovunque ci sia la necessità di prevenire il flusso di ritorno dell’acqua in una condotta. Materiale: PVC.,N/A,/images/first_corporation_prodotti/Valvoladifinelineamaschio.webp,First Corporation
Valvola di Non Ritorno a Incollaggio,Dispositivo antiallagamento che si chiude automaticamente quando si verifica un riflusso della rete fognaria e permette il ritorno allo scarico normale quando il riflusso cessa. Materiale: PVC.,N/A,/images/first_corporation_prodotti/ValvoladiNonRitornoaIncollaggio.webp,First Corporation
Valvola di Non Ritorno a Incollaggio,Dispositivo antiallagamento che si chiude automaticamente quando si verifica un riflusso della rete fognaria e permette il ritorno allo scarico normale quando il riflusso cessa. Materiale: PVC.,N/A,/images/first_corporation_prodotti/ValvoladiNonRitornoaIncollaggio.webp,First Corporation
Valvola di Non Ritorno a Incollaggio,Dispositivo antiallagamento che si chiude automaticamente quando si verifica un riflusso della rete fognaria e permette il ritorno allo scarico normale quando il riflusso cessa. Materiale: PVC.,N/A,/images/first_corporation_prodotti/ValvoladiNonRitornoaIncollaggio.webp,First Corporation
Valvola di Non Ritorno a Incollaggio,Dispositivo antiallagamento che si chiude automaticamente quando si verifica un riflusso della rete fognaria e permette il ritorno allo scarico normale quando il riflusso cessa. Materiale: PVC.,N/A,/images/first_corporation_prodotti/ValvoladiNonRitornoaIncollaggio.webp,First Corporation
Valvola di Non Ritorno a Incollaggio,Dispositivo antiallagamento che si chiude automaticamente quando si verifica un riflusso della rete fognaria e permette il ritorno allo scarico normale quando il riflusso cessa. Materiale: PVC.,N/A,/images/first_corporation_prodotti/ValvoladiNonRitornoaIncollaggio.webp,First Corporation
Valvola di Non Ritorno con guarnizione,Dispositivo antiallagamento che si chiude automaticamente quando si verifica un riflusso della rete fognaria e permette il ritorno allo scarico normale quando il riflusso cessa. Materiale: PVC.,N/A,/images/first_corporation_prodotti/ValvoladiNonRitornoconguarnizione.webp,First Corporation
Valvola di Non Ritorno con guarnizione,Dispositivo antiallagamento che si chiude automaticamente quando si verifica un riflusso della rete fognaria e permette il ritorno allo scarico normale quando il riflusso cessa. Materiale: PVC.,N/A,/images/first_corporation_prodotti/ValvoladiNonRitornoconguarnizione.webp,First Corporation
Valvola di Non Ritorno con guarnizione,Dispositivo antiallagamento che si chiude automaticamente quando si verifica un riflusso della rete fognaria e permette il ritorno allo scarico normale quando il riflusso cessa. Materiale: PVC.,N/A,/images/first_corporation_prodotti/ValvoladiNonRitornoconguarnizione.webp,First Corporation
Valvola di Non Ritorno con guarnizione,Dispositivo antiallagamento che si chiude automaticamente quando si verifica un riflusso della rete fognaria e permette il ritorno allo scarico normale quando il riflusso cessa. Materiale: PVC.,N/A,/images/first_corporation_prodotti/ValvoladiNonRitornoconguarnizione.webp,First Corporation
Valvola di Non Ritorno con O’ Ring,Dispositivo antiallagamento che si chiude automaticamente quando si verifica un riflusso della rete fognaria e permette il ritorno allo scarico normale quando il riflusso cessa. Materiale: PVC.,N/A,/images/first_corporation_prodotti/ValvoladiNonRitornoconORing.webp,First Corporation
Valvola di Non Ritorno con O’ Ring e Bloccaggio,Dispositivo antiallagamento che si chiude automaticamente quando si verifica un riflusso della rete fognaria e permette il ritorno allo scarico normale quando il riflusso cessa. Materiale: PVC.,N/A,/images/first_corporation_prodotti/ValvoladiNonRitornoconORingeBloccaggio.webp,First Corporation
Base a pavimento in PVC biestruso per unità esterna,Necessarie per garantire il giusto ancoraggio e la giusta stabilità alla macchina Materiale: PVC antiurto.,N/A,/images/first_corporation_prodotti/BaseapavimentoinPVCbiestrusoperunitàesterna.webp,First Corporation
Base a pavimento per unità esterna,Necessarie per garantire il giusto ancoraggio e la giusta stabilità alla macchina Materiale: PVC antiurto.,N/A,/images/first_corporation_prodotti/Baseapavimentoperunitàesterna.webp,First Corporation
Base a pavimento per unità esterna,Necessarie per garantire il giusto ancoraggio e la giusta stabilità alla macchina Materiale: PVC antiurto.,N/A,/images/first_corporation_prodotti/Baseapavimentoperunitàesterna.webp,First Corporation
