name,brand,description,image_url,category,product_url
65490 – ROBOT RASAERBA A BATTERIA 500 MQ,Hyundai,"Robot rasaerba a batteria Allroad500 Hyundai. Batteria agli ioni di litio (una in dotazione) 21,6V/2,6Ah munito di adattatore di rete 29,2V/2A per 90V-230V. Cavo delimitazione area di taglio 100m incluso. Il motore brushless aziona 4 lame pivottanti con le quali rasa superfici fino a 500mq con una sola batteria. Programmazione settimanale.",/images/hyundai_prodotti/65490ROBOTRASAERBAABATTERIA500MQ.webp,ROBOT RASAERBA,https://www.vincoasti.com/prodotto/65490-robot-rasaerba-a-batteria-500-mq/
35801 – SOFFIATORE A ZAINO HYUNDAI 52CC 1.8HP,Hyundai,"Soffiatore Hyundai zainato per la pulizia di superfici di qualsiasi tipo, ideale per foglie, erba, residui vegetali, materiali leggeri di ogni tipo. La comoda maniglia dotata di acceleratore posta sul tubo ne garantisce il massimo comfort d’utilizzo",/images/hyundai_prodotti/35801SOFFIATOREAZAINOHYUNDAI52CC18HP.webp,SOFFIATORE CON MOTORE A SCOPPIO,https://www.vincoasti.com/prodotto/35801-soffiatore-a-zaino-hyundai-52cc-1-8hp/
35805 – SOFFIATORE HYUNDAI 26CC 0.65HP,Hyundai,"Soffiatore 3 in 1 a scoppio Hyundai con motore 2 tempi da 26 cc e potenza di 0,75 kW. Velocità dell’aria fino a 290 km/h, funzione soffiatore, aspiratore e mulching. Serbatoio da 500 ml, avviamento a strappo e sacco di raccolta da 40 L incluso. Ideale per la pulizia di giardini e spazi esterni.",/images/hyundai_prodotti/35805SOFFIATOREHYUNDAI26CC065HP.webp,SOFFIATORE CON MOTORE A SCOPPIO,https://www.vincoasti.com/prodotto/35805-soffiatore-hyundai-26cc-0-65hp/
35820 – SOFFIATORE ELETTRICO HYUNDAI GY8900,Hyundai,"Soffiatore Hyundai per la pulizia di superfici di qualsiasi tipo, ideale per foglie, erba, residui vegetali, materiali leggeri di ogni tipo. Dotato di funzione di aspirazione e mulching. La velocità del soffio è regolabile da 100km/h a ben 300km/h. Grazie all’aspirazione con triturazione, il volume dei foglie, erbe e residui si riduce con un rapporto 15:1. Ossia, un volume di 10 litri diventa 0,66 litri soltanto. Grazie al sacco di raccolta da 45 litri, questo vuol dire che si possono aspirare e compattare materiali di un ingombro di ben 675 litri! La tubo di aspirazione è regolabile in altezza e grazie alle ruote poste in fondo è possibile utilizzarlo appoggiandolo al terreno, una soluzione che permette di alleggerire notevolmente il lavoro. In fondo al tubo è posta una comoda spazzola con funzione rastrello e uscita a scatto. L’imballo contiene: 1 soffiatore/aspiratore – 1 tubo di aspirazione con appoggio e ruote – 1 sacco di raccolta da 45lt – 1 tracolla",/images/hyundai_prodotti/35820SOFFIATOREELETTRICOHYUNDAIGY8900.webp,SOFFIATORE ELETTRICO,https://www.vincoasti.com/prodotto/35820-soffiatore-elettrico-hyundai-gy8900/
35810 – SOFFIATORE ELETTRICO HYUNDAI GY8722,Hyundai,"Soffiatore Hyundai per la pulizia di superfici di qualsiasi tipo, ideale per foglie, erba, residui vegetali, materiali leggeri di ogni tipo. Dotato di funzione di aspirazione e mulching. La velocità del soffio raggiunge i 275km/h. Grazie all’aspirazione con triturazione, il volume dei foglie, erbe e residui si riduce con un rapporto 10:1. Ossia, un volume di 10 litri diventa 1 litro soltanto. Grazie al sacco di raccolta da 45 litri, questo vuol dire che si possono aspirare e compattare materiali di un ingombro di ben 450 litri! Il tubo di aspirazione è regolabile in altezza e grazie alle ruote poste in fondo è possibile utilizzarlo appoggiandolo al terreno, una soluzione che permette di alleggerire notevolmente il lavoro. L’imballo contiene: 1 soffiatore/aspiratore – 1 tubo di aspirazione con appoggio e ruote – 1 sacco di raccolta da 45lt – 1 tracolla",/images/hyundai_prodotti/35810SOFFIATOREELETTRICOHYUNDAIGY8722.webp,SOFFIATORE ELETTRICO,https://www.vincoasti.com/prodotto/35810-soffiatore-elettrico-hyundai-gy8722/
85930 – SPACCALEGNA ORIZZONTALE HY 5 TON,Hyundai,"Spaccalegna orizzontale Hyundai con una forza massima di 5 tonnellate. Motore elettrico da 2000 Watt, diametro di taglio da 50 a 250 mm, lunghezza di taglio 520 mm. Serbatoio olio idraulico 3 L e pressione idraulica 18 Mpa",/images/hyundai_prodotti/85930SPACCALEGNAORIZZONTALEHY5TON.webp,SPACCALEGNA,https://www.vincoasti.com/prodotto/85930-spaccalegna-orizzontale-hy-5-ton/
85950 – SPACCALEGNA VERTICALE HY 8 TON,Hyundai,"Spaccalegna verticale Hyundai con una forza massima di 8 tonnellate. Motore elettrico da 3000 Watt, diametro di taglio da 70 a 400 mm, lunghezza di taglio 300-550 mm. Serbatoio olio idraulico 4 L",/images/hyundai_prodotti/85950SPACCALEGNAVERTICALEHY8TON.webp,SPACCALEGNA,https://www.vincoasti.com/prodotto/85950-spaccalegna-verticale-hy-8-ton/
65836 – BATTERIA PER RASERBA 65835,Hyundai,"spaccalegna orizzontale Hyundai con una forza massima di 7 tonnellate. Motore elettrico da 2200 Watt, diametro di taglio da 50 a 250 mm, lunghezza di taglio 520 mm. Serbatoio olio idraulico 3 L e pressione idraulica 18 Mpa",/images/hyundai_prodotti/65836BATTERIAPERRASERBA65835.webp,SPACCALEGNA,https://www.vincoasti.com/prodotto/65836-batteria-per-raserba-65835/
65485 – SPAZZATRICE ELETTRICO PER ERBA 1800W/380MM HYUNDAI,Hyundai,"Spazzatrice elettrica per erba 1800W, adatto alla pulizia di cortili e vialetti, oltre che rinfrescare l’erba sintetica e naturale. Ideale per pulire aree di dimensioni medio-piccole da detriti e rametti. Sacco da 45L, regolabile con 5 altezze di lavoro e 3 regolazioni di angolazione. Leggero, facile da usare e con bassa manutenzione.",/images/hyundai_prodotti/65485SPAZZATRICEELETTRICOPERERBA1800W380MMHYUNDAI.webp,SPAZZATRICI ELETTRICI,https://www.vincoasti.com/prodotto/65485-spazzatrice-elettrico-per-erba-1800w-380mm-hyundai/
35701 – TAGLIABORDI ELETTRICO SF7A229,Hyundai,"Tagliabordi elettrico Hyundai con testina a filo di nylon, potente e silenzioso, perfetto per lavorare anche negli spazi più difficili da raggiungere e da curare, ottimo per rifinire bordature e viottoli. Con il sistema “Tap&Go” non è più necessario impiegare tempo e fatica per sostituire il filo di taglio, basterà un semplice movimento e l’attrezzo sarà di nuovo pronto per il taglio. Compatto, può essere ripiegato quando non viene utilizzato per risparmiare spazio. Sistema antitrazione per evitare il distacco della presa elettrica durante il lavoro. Sistema a sicurezza intrinseca, permette il fermo immediato della testina quando viene rilasciato il tasto di avvio con la mano. L’imballo contiene: 1 tagliabordi elettrico – 1 testina in nylon",/images/hyundai_prodotti/35701TAGLIABORDIELETTRICOSF7A229.webp,TAGLIABORDI,https://www.vincoasti.com/prodotto/35701-tagliabordi-elettrico-sf7a229/
35702 – TAGLIABORDI ELETTRICO HYUNDAI 500W,Hyundai,"Tagliabordi elettrico Hyundai con testina a filo di nylon, potente e silenzioso, perfetto per lavorare anche negli spazi più difficili da raggiungere e da curare, ottimo per rifinire bordature e viottoli. Con il sistema “Tap&Go” non è più necessario impiegare tempo e fatica per sostituire il filo di taglio, basterà un semplice movimento e l’attrezzo sarà di nuovo pronto per il taglio. Dotato di distanziatore anteriore di protezione, utilissimo per evitare di danneggiare oggetti in prossimità dell’area di taglio. Impugnatura con 5 regolazioni, per la massima comodità di taglio. Asta telescopica estensibile fino a 300mm. Sistema antitrazione per evitare il distacco della presa elettrica durante il lavoro. Sistema a sicurezza intrinseca, permette il fermo immediato della testina quando viene rilasciato il tasto di avvio con la mano. L’imballo contiene: 1 tagliabordi elettrico – 1 testina in nylon",/images/hyundai_prodotti/35702TAGLIABORDIELETTRICOHYUNDAI500W.webp,TAGLIABORDI,https://www.vincoasti.com/prodotto/35702-tagliabordi-elettrico-hyundai-500w/
35401 – TAGLIASIEPI ELETTRICO HYU HTLD13B-510,Hyundai,"Tagliasiepi elettrico Hyundai con lama di precisione ottenuta da taglio laser, per lavori di giardinaggio più accurati. Compatta ma potente, permette il taglio di rami di arbusti fino a 16mm. Impugnatura soft-grip fissa, sistema antitrazione per evitare il distacco della presa elettrica durante il lavoro. Sistema a sicurezza intrinseca, permette il fermo immediato delle lame quando viene rilasciato il tasto di avvio con la mano. L’imballo contiene: 1 tagliasiepi elettrico.",/images/hyundai_prodotti/35401TAGLIASIEPIELETTRICOHYUHTLD13B-510.webp,TAGLIASIEPI,https://www.vincoasti.com/prodotto/35401-tagliasiepi-elettrico-hyu-htld13b-510/
35402 – TAGLIASIEPI ELETTRICO HYU HTLD12A-610,Hyundai,"Tagliasiepi elettrico Hyundai con lama di precisione ottenuta da taglio laser, per lavori di giardinaggio più accurati. Compatta ma potente, permette il taglio di rami di arbusti fino a 20mm. Impugnatura soft-grip di tipo regolabile in 5 posizioni, ruotabile di 180°. Sistema antitrazione per evitare il distacco della presa elettrica durante il lavoro. Sistema a sicurezza intrinseca, permette il fermo immediato delle lame quando viene rilasciato il tasto di avvio con la mano. L’imballo contiene: 1 tagliasiepi elettrico.",/images/hyundai_prodotti/35402TAGLIASIEPIELETTRICOHYUHTLD12A-610.webp,TAGLIASIEPI,https://www.vincoasti.com/prodotto/35402-tagliasiepi-elettrico-hyu-htld12a-610/
35403 – TAGLIASIEPI HYUNDAI LDHT260C,Hyundai,"Tagliasiepi Hyundai per la cura dei cespugli, siepi e piante ornamentali, ideale per i consueti lavori di manutenzione del giardino. La lama in acciaio è robusta e viene ottenuta con un preciso taglio laser. L’imballo contiene: 1 tagliasiepi – 1 set di chiavi – 1 tanica per miscela",/images/hyundai_prodotti/35403TAGLIASIEPIHYUNDAILDHT260C.webp,TAGLIASIEPI,https://www.vincoasti.com/prodotto/35403-tagliasiepi-hyundai-ldht260c/
35180 – TRIVELLA A SCOPPIO HYUNDAI 52CC 2HP,Hyundai,"Trivella a scoppio Hyundai con tre trivelle in dotazione da 100, 150 e 200 mm di diametro, per 800 mm di lunghezza. Contine e un kit attrezzi per un’agevole sostituzione delle trivelle e un flacone per dosare la miscela. il manubrio è dotato di due impugnature antiscivolo che riducono le vibrazioni e forniscono la massima stabilità durante il lavoro.
L’interruttore di avviamento è dotato di una funzione di blocco di sicurezza che impedisce qualsiasi attivazione accidentale.
Le trivelle in acciaio sono sostituibili per massimizzare le prestazioni di scavo.
Questa trivella è ideale per applicazioni in giardino quali forature per piantumazioni, coltivazione del suolo, ecc.",/images/hyundai_prodotti/35180TRIVELLAASCOPPIOHYUNDAI52CC2HP.webp,TRIVELLE,https://www.vincoasti.com/prodotto/35180-trivella-a-scoppio-hyundai-52cc-2hp/
25610 – RASAERBA A BATTERIA HYUNDAI 40V,Hyundai,"Il rasaerba a batteria Hyundai utilizza una batteria universale da 20 V venduta separatamente, disponibile nelle versioni 2Ah e 4Ah, per assecondare ogni preferenza. Il rullo integrato appiattisce l’erba appena tagliata permettendo di ottenere un’estetica ottimale del prato. Dotato di funzione mulching: il processo di sminuzzamento ripetuto dell’erba tosata, che viene tagliata in modo così attento e minuzioso, da venir poi rilasciata sul prato stesso. In questo modo si evita di produrre scarti inutili, questi ultimi si decompongono in modo naturale, dando così vita a fertilizzanti.",/images/hyundai_prodotti/25610RASAERBAABATTERIAHYUNDAI40V.webp,UTENSILI A BATTERIA,https://www.vincoasti.com/prodotto/25610-rasaerba-a-batteria-hyundai-40v/
25230 – DECESPUGLIATORE A BATTERIA HYUNDAI 40V,Hyundai,"Decsepugliatore a batteria Hyundai alimentato da due batterie 20V ONE POWER TOOLS agli ioni di Litio (non incluse). Le stesse batterie sono compatibili con tutti i gli attrezzi a batteria 20V Hyundai ONE POWE TOOLS per fai-da-te, giardinaggio e molto altro. Questo ti darà la possibilità di estendere la tua dotazione attrezzi anche in futuro, con la certezza di poter utilizzare la stessa batteria. Ideale per lavori di rifinitura, bordure di aiuole e taglio di manto erboso. Questo prodotto è stato progettato per poter essere estremamente leggero (solo 2,6 kg senza batterie) e compatto, caratteristiche essenziali per questa tipologia di prodotto. Dotato di una larghezza di taglio di 30 cm, offre all’utente un taglio preciso e netto. Impugnatura frontale completamente regolabile per essere comodo in qualsiasi situazione. Asta in metallo per durare a lungo nel tempo con possibilità di regolarne la lunghezza in maniera semplice per un estremo confort per utenti di ogni altezza. La testa di taglio si inclina di 90 gradi per facilitare l’accesso alle aree difficili da raggiungere. Interruttore di sicurezza per evitare l’avvio accidentale. Include testina con filo di 1,6 mm ad avanzamento automatico, 20 lame di ricambio.",/images/hyundai_prodotti/25230DECESPUGLIATOREABATTERIAHYUNDAI40V.webp,UTENSILI A BATTERIA,https://www.vincoasti.com/prodotto/25230-decespugliatore-a-batteria-hyundai-40v/
25820 – SOFFIATORE/ASPIRATORE A BATTERIA HYUNDAI 40V,Hyundai,"Il soffiatore/aspiratore a batteria Hyundai utilizza una batteria universale da 20 V venduta separatamente, disponibile nelle versioni 2Ah e 4Ah, per assecondare ogni preferenza. La presenza di due ruote facilita l’operazione di aspirazione delle foglie.",/images/hyundai_prodotti/25820SOFFIATOREASPIRATOREABATTERIAHYUNDAI40V.webp,UTENSILI A BATTERIA,https://www.vincoasti.com/prodotto/25820-soffiatore-aspiratore-a-batteria-hyundai-40v/
25300 – ELETTROSEGA A BATTERIA HYUNDAI 40V,Hyundai,"L’elettrosega a batteria Hyundai utilizza una batteria universale da 20 V venduta separatamente, disponibile nelle versioni 2Ah e 4Ah, per assecondare ogni preferenza. L’assenza di spazzole comporta una minore resistenza meccanica annullando la formazione di scintille con la velocità di rotazione crescente. Riduce notevolmente la necessità di manutenzione periodica. La barra Oregon è lunga 350mm.",/images/hyundai_prodotti/25300ELETTROSEGAABATTERIAHYUNDAI40V.webp,UTENSILI A BATTERIA,https://www.vincoasti.com/prodotto/25300-elettrosega-a-batteria-hyundai-40v/
25600 – RASAERBA A BATTERIA HYUNDAI 40V,Hyundai,"Il rasaerba a batteria Hyundai utilizza due batterie universali da 20 V vendute separatamente, disponibile nelle versioni 2Ah e 4Ah, per assecondare ogni preferenza. Il rullo integrato appiattisce l’erba appena tagliata permettendo di ottenere un’estetica ottimale del prato. Dotato di funzione mulching: il processo di sminuzzamento ripetuto dell’erba tosata, che viene tagliata in modo così attento e minuzioso, da venir poi rilasciata sul prato stesso. In questo modo si evita di produrre scarti inutili, questi ultimi si decompongono in modo naturale, dando così vita a fertilizzanti.",/images/hyundai_prodotti/25600RASAERBAABATTERIAHYUNDAI40V.webp,UTENSILI A BATTERIA,https://www.vincoasti.com/prodotto/25600-rasaerba-a-batteria-hyundai-40v/
75630 – VENTILATORE 50W RISCALDATORE 1600/2200,Hyundai,Ventilatore a circolazione Hyundai 50W con display led. Sistema antisurriscaldamento e design moderno nero. Fan e heather più phon ionizzatore. Altezza regolabile 88/108cm.,/images/hyundai_prodotti/75630VENTILATORE50WRISCALDATORE16002200.webp,VENTILATORE A PIANTANA,https://www.vincoasti.com/prodotto/75630-ventilatore-50w-riscaldatore-1600-2200/
75700 – VENTILATORE A PIANTANA HYUNDAI ZF1617RC,Hyundai,"Ventilatore a piantana Vinco da 55W, base circolare, altezza regolabile fino ad un massimo di 135 cm, 5 pale con diametro cm. 40. Possibilità di selezionare modalità costante, diurna e notturna e 3 velocità. Timer (h. max) fino a 7 ore e telecomando permettono un utilizzo facile e confortevole, mentre il potente motore brushless in rame è silenzioso ed economo. Una soluzione per ambienti di lavoro e relax che permette massima flessibilità d’uso e flusso d’aria all’altezza desiderata. Colore bianco. L’imballo contiene: 1 ventilatore, 1 telecomando",/images/hyundai_prodotti/75700VENTILATOREAPIANTANAHYUNDAIZF1617RC.webp,VENTILATORE A PIANTANA,https://www.vincoasti.com/prodotto/75700-ventilatore-a-piantana-hyundai-zf1617rc/
75622 – VENTILATORE A TORRE YF-TO4208 55W,Hyundai,"Ventilatore a torre Hyundai 55W, altezza cm. 106. Design moderno ed elegante per la casa e gli ambienti di lavoro. Timer, 3 velocità, oscillazione assiale, telcomando incluso. Base circolare, colori bianco e nero.",/images/hyundai_prodotti/75622VENTILATOREATORREYF-TO420855W.webp,VENTILATORE DA PAVIMENTO,https://www.vincoasti.com/prodotto/75622-ventilatore-a-torre-yf-to4208-55w/
75620 – VENTILATORE A TORRE HYUNDAI BL-FS1-D,Hyundai,"Ventilatore a torre Hyundai da 50W, ventilazione multilevel integrata con 3 ventole interne e oscillazione assiale. Indicato per avere una ventilazione costante simultanea a diverse altezze, ideale per uffici e abitazioni. Grazie alla stabile base circolare e all’oscillazione assiale, la diffusione dell’aria è uniforme in tutto l’ambiente, rinfrescando la parte bassa della stanza, cosa molto utile negli ambienti di lavoro dove correnti d’aria troppo alte potrebbero creare disordine su scrivanie e tavoli. Grazie ai comodi comandi posti sul lato superiore e al display digitale con termometro, è possibile impostare le 3 velocità e il Timer (h. max) – fino a 12 ore. Colore bianco con dettagli neri L’imballo contiene: 1 ventilatore",/images/hyundai_prodotti/75620VENTILATOREATORREHYUNDAIBL-FS1-D.webp,VENTILATORE DA PAVIMENTO,https://www.vincoasti.com/prodotto/75620-ventilatore-a-torre-hyundai-bl-fs1-d/
75960 – VENTILATORE DA SOFFITTO 5 PALE CON LUCE E TELEC. 16W,Hyundai,"Ventilatore da soffitto Hyundai 20W con luce a led. Diametro pale 38cm con 6 velocità. Telecomando incluso, 5 pale in ABS. Motore DC a corrente continua, più silenzioso, più veloce e con un 70% di risparmio energetico.",/images/hyundai_prodotti/75960VENTILATOREDASOFFITTO5PALECONLUCEETELEC16W.webp,VENTILATORE DA SOFFITTO,https://www.vincoasti.com/prodotto/75960-ventilatore-da-soffitto-5-pale-con-luce-e-telec-16w/
75625 – VENTILATORE GRANDE PORTATA HYUNDAI FE-75,Hyundai,"Ventilatore industriale da terra Vinco per grandi volumi da 280W, diametro pale 75 cm. La soluzione ideale per grandi volumi e ampi spazi domestici e industriali. Grazie alla stabile struttura, è possibile utilizzare questo ventilatore su qualsiasi superficie piana e spostarlo facilmente grazie alle ruote e alla maniglia. Dotato di 3 pale rigide in alluminio, con 2 velocità. Colore nero. L’imballo contiene: 1 ventilatore",/images/hyundai_prodotti/75625VENTILATOREGRANDEPORTATAHYUNDAIFE-75.webp,VENTILATORE GRANDE PORTATA,https://www.vincoasti.com/prodotto/75625-ventilatore-grande-portata-hyundai-fe-75/
75710 – VENTILATORE GRANDE PORTATA HYUNDAI FG-75,Hyundai,"Ventilatore industriale a piantana hyundai per grandi volumi da 300W, diametro pale 75 cm. La soluzione ideale per grandi volumi e ampi spazi domestici e industriali. Grazie alla stabile struttura e alla base circolare in ferro, è possibile utilizzare questo ventilatore su qualsiasi superficie piana. Dotato di 3 pale rigide in alluminio, con 3 velocità. Colore nero. L’imballo contiene: 1 ventilatore",/images/hyundai_prodotti/75710VENTILATOREGRANDEPORTATAHYUNDAIFG-75.webp,VENTILATORE GRANDE PORTATA,https://www.vincoasti.com/prodotto/75710-ventilatore-grande-portata-hyundai-fg-75/
75626 – VENTILATORE GRANDE PORTATA HYUNDAI FE-90,Hyundai,"Ventilatore industriale da terra Vinco per grandi volumi da 500W, diametro pale 90 cm. La soluzione ideale per grandi volumi e ampi spazi domestici e industriali. Grazie alla stabile struttura, è possibile utilizzare questo ventilatore su qualsiasi superficie piana e spostarlo facilmente grazie alle ruote e alla maniglia. Dotato di 3 pale rigide in alluminio, con 2 velocità. Colore nero. L’imballo contiene: 1 ventilatore",/images/hyundai_prodotti/75626VENTILATOREGRANDEPORTATAHYUNDAIFE-90.webp,VENTILATORE GRANDE PORTATA,https://www.vincoasti.com/prodotto/75626-ventilatore-grande-portata-hyundai-fe-90/
59006 – CARRELLO UTENSILI 175 PZ. HYUNDAI,Hyundai,"Carrello porta attrezzi Hyundai, con 5 cassetti + 2 – set insetti da 54 pezzi, cacciaviti da 9 pezzi, chiavi assortite da 32 pezzi, chiavi a cricchetto con bussole da 61 pezzi, chiavi esagonali e torx da 18 pezzi",/images/hyundai_prodotti/59006CARRELLOUTENSILI175PZHYUNDAI.webp,CARRELLI PORTA ATTREZZI,https://www.vincoasti.com/prodotto/59006-carrello-utensili-175-pz-hyundai/
65523 – GENERATORE 1500G DIESEL 24KW TRIFASE LG24,Hyundai,"Generatore Diesel 1500 giri trifase silenziato, con una potenza di 24KW / 30KVA. Raffreddamento a liquido, avviamento elettrico. Pannello di controllo “waterproof” e pulsante di emergenza di sicurezza. Cofanatura insonorizzante.",/images/hyundai_prodotti/65523GENERATORE1500GDIESEL24KWTRIFASELG24.webp,GENERATORI 1500 GIRI,https://www.vincoasti.com/prodotto/65523-generatore-1500g-diesel-24kw-trifase-lg24/
65532 – GENERATORE 1500G CUMMINS 60KW TRIF LG60,Hyundai,"Generatore diesel Hyundai con motore Cummins 4 cilindri da 3900 cc, potenza nominale 60 kW (75 kVA) e massima 66 kW (94 kVA). Tensione 400V/230V, avviamento elettrico, alternatore LK224E brushless e centralina DeepSea DSE6120. Raffreddamento a liquido, serbatoio da 120 L, consumo 15 L/h al 100%, cofanatura insonorizzata e predisposizione ATS.",/images/hyundai_prodotti/65532GENERATORE1500GCUMMINS60KWTRIFLG60.webp,GENERATORI 1500 GIRI,https://www.vincoasti.com/prodotto/65532-generatore-1500g-cummins-60kw-trif-lg60/
65528 – GENERATORE 1500G CUMMINS 48KW TRIF LG48,Hyundai,"Generatore diesel Hyundai con motore Cummins 4 cilindri da 3900 cc, potenza nominale 48 kW (60 kVA) e massima 53 kW (66 kVA). Avviamento elettrico, raffreddamento a liquido, pannello di controllo waterproof DSE6120, alternatore brushless e cofanatura insonorizzata. Tensione 400V/230V, serbatoio da 120 L, consumo 13,1 L/h al 100%, rumorosità <85 dB. Predisposizione ATS inclusa.",/images/hyundai_prodotti/65528GENERATORE1500GCUMMINS48KWTRIFLG48.webp,GENERATORI 1500 GIRI,https://www.vincoasti.com/prodotto/65528-generatore-1500g-cummins-48kw-trif-lg48/
65522 – GENERATORE 1500G DIESEL 20KW TRIFASE LG20,Hyundai,"Generatore Diesel 1500 giri trifase silenziato, con una potenza di 20KW / 25KVA. Raffreddamento a liquido, avviamento elettrico. Pannello di controllo “waterproof” e pulsante di emergenza di sicurezza. Cofanatura insonorizzante.",/images/hyundai_prodotti/65522GENERATORE1500GDIESEL20KWTRIFASELG20.webp,GENERATORI 1500 GIRI,https://www.vincoasti.com/prodotto/65522-generatore-1500g-diesel-20kw-trifase-lg20/
65524 – GENERATORE 1500G DIESEL 32KW TRIFASE LG32,Hyundai,"Generatore Diesel 1500 giri trifase silenziato, con una potenza di 32KW / 40KVA. Raffreddamento a liquido, avviamento elettrico. Pannello di controllo “waterproof” e pulsante di emergenza di sicurezza. Cofanatura insonorizzante.",/images/hyundai_prodotti/65524GENERATORE1500GDIESEL32KWTRIFASELG32.webp,GENERATORI 1500 GIRI,https://www.vincoasti.com/prodotto/65524-generatore-1500g-diesel-32kw-trifase-lg32/
65520 – GENERATORE 1500G DIESEL 12KW TRIFASE LG12,Hyundai,"Generatore Diesel 1500 giri trifase silenziato, con una potenza di 12KW / 15KVA. Raffreddamento a liquido, avviamento elettrico. Pannello di controllo “waterproof” e pulsante di emergenza di sicurezza. Cofanatura insonorizzante.",/images/hyundai_prodotti/65520GENERATORE1500GDIESEL12KWTRIFASELG12.webp,GENERATORI 1500 GIRI,https://www.vincoasti.com/prodotto/65520-generatore-1500g-diesel-12kw-trifase-lg12/
65526 – GENERATORE 1500G DIESEL 48KW TRIFASE LG48,Hyundai,"Generatore Diesel 1500 giri trifase silenziato, con una potenza di 48KW / 62,5KVA. Raffreddamento a liquido, avviamento elettrico. Pannello di controllo “waterproof” e pulsante di emergenza di sicurezza. Cofanatura insonorizzante.",/images/hyundai_prodotti/65526GENERATORE1500GDIESEL48KWTRIFASELG48.webp,GENERATORI 1500 GIRI,https://www.vincoasti.com/prodotto/65526-generatore-1500g-diesel-48kw-trifase-lg48/
65530 – GENERATORE 1500G DIESEL 60KW TRIF LG60,Hyundai,"Generatore diesel Hyundai trifase/monofase da 4330 cc con motore YTO LR4B3Z-15 a 4 cilindri. Potenza nominale 60 kW (75 kVA), massima 75 kW (94 kVA), alternatore brushless LK224G e centralina DeepSea DSE6120. Serbatoio da 120 L, consumo 17,6 L/h al 100%, raffreddamento a liquido e cofanatura insonorizzata. Avviamento elettrico, predisposizione ATS e pannello waterproof.",/images/hyundai_prodotti/65530GENERATORE1500GDIESEL60KWTRIFLG60.webp,GENERATORI 1500 GIRI,https://www.vincoasti.com/prodotto/65530-generatore-1500g-diesel-60kw-trif-lg60/
65525 – GENERATORE 1500G DIESEL 40KW TRIFASE LG40,Hyundai,"Generatore Diesel 1500 giri trifase silenziato, con una potenza di 40KW / 50KVA. Raffreddamento a liquido, avviamento elettrico. Pannello di controllo “waterproof” e pulsante di emergenza di sicurezza. Cofanatura insonorizzante.",/images/hyundai_prodotti/65525GENERATORE1500GDIESEL40KWTRIFASELG40.webp,GENERATORI 1500 GIRI,https://www.vincoasti.com/prodotto/65525-generatore-1500g-diesel-40kw-trifase-lg40/
65521 – GENERATORE 1500G DIESEL 16KW TRIFASE LG16,Hyundai,"Generatore Diesel 1500 giri trifase silenziato, con una potenza di 16KW / 20KVA. Raffreddamento a liquido, avviamento elettrico. Pannello di controllo “waterproof” e pulsante di emergenza di sicurezza. Cofanatura insonorizzante.",/images/hyundai_prodotti/65521GENERATORE1500GDIESEL16KWTRIFASELG16.webp,GENERATORI 1500 GIRI,https://www.vincoasti.com/prodotto/65521-generatore-1500g-diesel-16kw-trifase-lg16/
27770 – PANNELLO SOLARE 400W,Hyundai,"Massima potenza per le tue esigenze energetiche off-grid. Il pannello solare da 400W è ideale per chi necessita di energia continua e affidabile. Equipaggiato con celle solari ad alta efficienza e struttura pieghevole con cavalletto regolabile, è compatibile con tutte le power station Vinco. Grazie al rivestimento ETFE è resistente a graffi, polvere e umidità. Perfetto per applicazioni professionali e installazioni semi-permanenti.",/images/hyundai_prodotti/27770PANNELLOSOLARE400W.webp,PANNELLI SOLARI,https://www.vincoasti.com/prodotto/27770-pannello-solare-400w/
27760 – PANNELLO SOLARE 200W,Hyundai,"Potenza raddoppiata, stessa facilità d’uso. Il pannello solare da 200W unisce efficienza, portabilità e resistenza. Le celle monocristalline ad alta efficienza (fino al 23,4%) offrono una ricarica stabile e veloce, mentre il design pieghevole e il cavalletto regolabile assicurano il massimo rendimento in ogni situazione. Perfetto per camper, campeggio o uso professionale con power station compatibili.",/images/hyundai_prodotti/27760PANNELLOSOLARE200W.webp,PANNELLI SOLARI,https://www.vincoasti.com/prodotto/27760-pannello-solare-200w/
27750 – PANNELLO SOLARE 100W,Hyundai,"Leggero, pieghevole e pronto all’uso: il pannello solare da 100W è la scelta perfetta per chi cerca una soluzione pratica per la ricarica in mobilità. Realizzato con celle in silicio monocristallino con efficienza fino al 23,4%, garantisce una resa ottimale anche in condizioni di luce non ideali. Grazie alla laminazione ETFE, è resistente agli agenti atmosferici e durevole nel tempo. Si collega facilmente alla tua power station e si regola tramite cavalletto integrato.",/images/hyundai_prodotti/27750PANNELLOSOLARE100W.webp,PANNELLI SOLARI,https://www.vincoasti.com/prodotto/27750-pannello-solare-100w/
65940 – RANGER 3600W,Hyundai,"Power Station Hyundai SC-3600I con batteria LFP da 5376 Wh, potenza nominale 3600W (max 7200W), tensione in uscita 230V–50Hz. Dotata di 3 prese AC, ricarica ad alte prestazioni e carrello integrato per il trasporto. Ideale per backup domestico, lavori outdoor e alimentazione di dispositivi energivori in mobilità.",/images/hyundai_prodotti/65940RANGER3600W.webp,POWER STATION,https://www.vincoasti.com/prodotto/65940-ranger-3600w/
