name,sku,description,image_url,category
Lama ricambio per rasaerba 53cm,dt20682-qz,"Lama ricambio per rasaerba 53cm

La chiodatrice a batteria DEWALT DCN662 18V XR 16 Gauge Straight Finish Nailer infila chiodi diritti da 32 a 64 mm, ideali per il fissaggio di zoccoli, rivestimenti di porte e finestre e modanature a corona. Con il suo motore brushless alimentato da una batteria DEWALT 18V XR agli ioni di litio, la DCN662 è pronta per andare al lavoro senza il fastidio di usare gas, compressore e tubo. Affronta lavori grandi e piccoli con le caratteristiche di un utensile pneumatico e la libertà del cordless. Con 2 batterie da 2Ah, caricabatterie e kitbox TSTAK.",/images/dewalt_products_resto/Lamaricambioperrasaerba53cm.webp,N/A
Falciatrice semovente 2 X 18V XR - Unità nuda,dcmwsp564n-xj,"Falciatrice semovente 2 X 18V XR - Unità nuda

",/images/dewalt_products_resto/Falciatricesemovente2X18VXR-Unitànuda.webp,N/A
Multifunzione Flexvolt 54V XR - Motore + attacco tagliabordi,dcmas5713x1-qw,"Multifunzione Flexvolt 54V XR - Motore + attacco tagliabordi

La flessibilità e la potenza di taglio necessarie per portare a termine il lavoro con il kit tagliabordi DEWALT® 54V XR FLEXVOLT® Split Boom. Il motore brushless ad alta efficienza massimizza il tempo di funzionamento e la durata del prodotto, garantendo la capacità di affrontare la vegetazione più difficile e di resistere all'uso intensivo. Questo tagliabordi può essere facilmente convertito in altri attrezzi per esterni grazie alla possibilità di collegare attacchi universali, che consentono di eseguire lavori più impegnativi. Sono disponibili gli accessori DCMASBC1N - Decespugliatore, DCMASPH6N - Tagliasiepi e DCMASPS5N - Sega a palo.",/images/dewalt_products_resto/MultifunzioneFlexvolt54VXR-Motoreattaccotagliabordi.webp,N/A
Multifunzione Flexvolt 54V XR,dcmas5713n-xj,"Multifunzione Flexvolt 54V XR

Ottenete la flessibilità e la potenza necessarie per portare a termine il lavoro con il DEWALT® 54V XR FLEXVOLT® Split Boom. Il motore brushless ad alta efficienza massimizza il tempo di funzionamento e la durata del prodotto, garantendo la capacità di affrontare le erbacce più difficili e di resistere all'uso intensivo. Si trasforma facilmente in vari attrezzi da esterno grazie alla capacità di attacco universale che consente di collegare altri componenti aggiuntivi e di svolgere un maggior numero di lavori. Accessori disponibili: DCMASST1N - Tagliabordi, DCMASBC1N - Decespugliatore, DCMASPH6N - Tagliasiepi e DCMASPS5N - Sega a palo.",/images/dewalt_products_resto/MultifunzioneFlexvolt54VXR.webp,N/A
Lama di rcambio per forbice da potatura,dcmpprb1-qz,"Lama di rcambio per forbice da potatura

",/images/dewalt_products_resto/Lamadircambioperforbicedapotatura.webp,N/A
"Tagliasiepi lama 65cm XR Flexvolt 54V, motore BRUSHLESS, lame a doppia azione da 65cm, passo lama 31mm. 1 batteria Flex Volt 9Ah, caricabatterie",dcmht573x1-qw,"Tagliasiepi lama 65cm XR Flexvolt 54V, motore BRUSHLESS, lame a doppia azione da 65cm, passo lama 31mm. 1 batteria Flex Volt 9Ah, caricabatterie

Potente e professionale, il tagliasiepi a batteria DEWALT 54V è dotato di lame tagliate al laser con una distanza tra le lame di 31 mm che consente tagli più fluidi con una qualità di taglio professionale di volta in volta. Dotato di motore DC brushless di ultima generazione per un'eccellente autonomia, struttura estremamente resistente e 2 interruttori per un avviamento sicuro. Oscilla a 3.400 colpi al minuto. Compatibile con tutte le batterie XR FLEXVOLT da 54 V.",/images/dewalt_products_resto/Tagliasiepilama65cmXRFlexvolt54VmotoreBRUSHLESSlameadoppiaazioneda65cmpassolama31mm1batteriaFlexVolt9Ahcaricabatterie.webp,N/A
Soffiatore Brushless 18V XR - Unità senza batteria e caricabatterie,dcmbl562n-xj,"Soffiatore Brushless 18V XR - Unità senza batteria e caricabatterie

Una macchina perfetta per pulire in maniera efficace ampie aree di lavoro. Il soffiatore assiale Brushless 18V DEWALT con la sua velocità di soffiaggio di 145 km/h è ideale per tenere in ordine con poco sforzo cantieri, piazzali, giardini e qualsiasi altro spazio più o meno ampio dove il professionista si trova a lavorare.",/images/dewalt_products_resto/SoffiatoreBrushless18VXR-Unitàsenzabatteriaecaricabatterie.webp,N/A
Soffiatore Assiale Brushless 18V XR - 1 Batteria 18V 5.0Ah,dcmbl562p1-qw,"Soffiatore Assiale Brushless 18V XR - 1 Batteria 18V 5.0Ah

Il soffiatore DEWALT perfetto per pulire in maniera efficace ampie aree di lavoro. Il nuovo soffiatore assiale Brushless 18V DEWALT grazie all’innovativo concentratore Aerospike concentra il flusso d’aria fino a fargli raggiungere una velocità di 200km/h. La sua potenza è ideale per tenere in ordine con poco sforzo cantieri, piazzali, giardini e qualsiasi altro spazio più o meno ampio dove il professionista si trova a lavorare.",/images/dewalt_products_resto/SoffiatoreAssialeBrushless18VXR-1Batteria18V50Ah.webp,N/A
Olio per elettrosega,dt20662-qz,"Olio per elettrosega

",/images/dewalt_products_resto/Olioperelettrosega.webp,N/A
DEWALT kIt barra in catena per elettrosega 46 cm,dt20661-qz,"DEWALT kIt barra in catena per elettrosega 46 cm

",/images/dewalt_products_resto/DEWALTkItbarraincatenaperelettrosega46cm.webp,N/A
Rocchetto di Ricambio,dt20656-qz,"Rocchetto di Ricambio

",/images/dewalt_products_resto/RocchettodiRicambio.webp,N/A
Lama ricambio per rasaerba 48cm,dt20671-qz,"Lama ricambio per rasaerba 48cm

",/images/dewalt_products_resto/Lamaricambioperrasaerba48cm.webp,N/A
Lama di ricambio per decespugliatore 25.5cm,dt20654-qz,"Lama di ricambio per decespugliatore 25.5cm

",/images/dewalt_products_resto/Lamadiricambioperdecespugliatore255cm.webp,N/A
Lama di ricambio per decespugliatore 23cm,dt20655-qz,"Lama di ricambio per decespugliatore 23cm

",/images/dewalt_products_resto/Lamadiricambioperdecespugliatore23cm.webp,N/A
Barra e catena per elettrosega 40cm,dt20660-qz,"Barra e catena per elettrosega 40cm

",/images/dewalt_products_resto/Barraecatenaperelettrosega40cm.webp,N/A
Catena cromata 30cm,dt20676-qz,"Catena cromata 30cm

",/images/dewalt_products_resto/Catenacromata30cm.webp,N/A
Catena cromata 46cm,dt20664-qz,"Catena cromata 46cm

",/images/dewalt_products_resto/Catenacromata46cm.webp,N/A
Lubrificante per lama tagliasiepi,dt20666-qz,"Lubrificante per lama tagliasiepi

",/images/dewalt_products_resto/Lubrificanteperlamatagliasiepi.webp,N/A
Lama di ricambio per decespugliatore 25cm,dt20653-qz,"Lama di ricambio per decespugliatore 25cm

",/images/dewalt_products_resto/Lamadiricambioperdecespugliatore25cm.webp,N/A
Kit barra e catena cromata 30cm,dt20665-qz,"Kit barra e catena cromata 30cm

",/images/dewalt_products_resto/Kitbarraecatenacromata30cm.webp,N/A
Filo di ricambio per tagliabordi 2.5mm x 68.6m,dt20652-qz,"Filo di ricambio per tagliabordi 2.5mm x 68.6m

",/images/dewalt_products_resto/Filodiricambiopertagliabordi25mmx686m.webp,N/A
Tagliasiepi XR 18V - 5.0Ah,dcmht563p1-qw,"Tagliasiepi XR 18V - 5.0Ah

Il tagliasiepi a batteria professionale più leggero sul mercato con soli 2,9 kg di peso. Tagliasiepi compatto e performante, garantisce fino a 75 minuti di autonomia. Con una lunghezza della lama di 55 cm e una capacità di taglio di 25 mm, questo robusto tagliasiepi può regolare il più duro degli arbusti, fitte siepi e sottoboschi. Il tutto senza sforzo e senza inceppamenti.",/images/dewalt_products_resto/TagliasiepiXR18V-50Ah.webp,N/A
Tagliasiepi 18V XR 55cm - Unità senza batteria e senza caricabatteria,dcmht563n-xj,"Tagliasiepi 18V XR 55cm - Unità senza batteria e senza caricabatteria

Il tagliasiepi a batteria professionale più leggero sul mercato con soli 2,9 kg di peso. Tagliasiepi compatto e performante, garantisce fino a 75 minuti di autonomia. Con una lunghezza della lama di 55 cm e una capacità di taglio di 25 mm, questo robusto tagliasiepi può regolare il più duro degli arbusti, fitte siepi e sottoboschi. Il tutto senza sforzo e senza inceppamenti.",/images/dewalt_products_resto/Tagliasiepi18VXR55cm-Unitàsenzabatteriaesenzacaricabatteria.webp,N/A
Tagliasiepi su asta di prolunga XR 18V - 5.0Ah,dcmph566p1-qw,"Tagliasiepi su asta di prolunga XR 18V - 5.0Ah

Permette di raggiungere un’altezza massima di 3.35mt e grazie all’innovativa testa pivotante regolabile in 7 posizioni, combinata ad una velocità di 2800 corse al minuto garantisce al professionista un pieno controllo dell’utensile qualsiasi sia l’altezza, la forma e la densità della siepe. Eccezionale autonomia fino a 75 minuti. Con una lunghezza della lama di 55 cm e un’impressionante capacità di taglio di 25mm questo robusto utensile fornisce prestazioni di taglio costantemente affidabili.",/images/dewalt_products_resto/TagliasiepisuastadiprolungaXR18V-50Ah.webp,N/A
Tagliabordi 18V XR - Unità senza batteria e caricabatterie,dcmst561n-xj,"Tagliabordi 18V XR - Unità senza batteria e caricabatterie

Il DCMST561 è alimentato da un motore brushless DEWALT ad altissime prestazioni che garantisce fino a 40 minuti di autonomia con una sola batteria 18V 5.0Ah. Un robusto sistema a cerniera brevettato permette di piegare il tagliabordi e renderne agevole il trasporto e lo stoccaggio grazie alle dimensioni compatte. Progettato per affrontare le situazioni più impegnative, il doppio filo di Nylon DEWALT con un’ampiezza di taglio di 360 mm e uno spessore di 2mm assicura la massima precisione e facilità di taglio. La sostituzione del filo è semplificata dall’intelligente sistema QUICKFEED. Con una pressione del rocchetto a terra si ottiene la giusta lunghezza del filo per un taglio sempre regolare ed efficiente.",/images/dewalt_products_resto/Tagliabordi18VXR-Unitàsenzabatteriaecaricabatterie.webp,N/A
Tagliabordi XR 18V - 5.0Ah,dcmst561p1-qw,"Tagliabordi XR 18V - 5.0Ah

Il DCMST561 è alimentato da un motore brushless DEWALT ad altissime prestazioni che garantisce fino a 40 minuti di autonomia con una sola batteria 18V 5.0Ah. Un robusto sistema a cerniera brevettato permette di piegare il tagliabordi e renderne agevole il trasporto e lo stoccaggio grazie alle dimensioni compatte. Progettato per affrontare le situazioni più impegnative, il doppio filo di Nylon DEWALT con un’ampiezza di taglio di 360 mm e uno spessore di 2mm assicura la massima precisione e facilità di taglio. La sostituzione del filo è semplificata dall’intelligente sistema QUICKFEED. Con una pressione del rocchetto a terra si ottiene la giusta lunghezza del filo per un taglio sempre regolare ed efficiente.",/images/dewalt_products_resto/TagliabordiXR18V-50Ah.webp,N/A
DECESPUGLIATORE 54V XR FLEXVOLT,dcm571x1-qw,"DECESPUGLIATORE 54V XR FLEXVOLT

Tutta la potenza di una macchina a scoppio senza l'inconveniente di dover trasportare il carburante o fare la miscela. Il tagliabordi / decespugliatore DCM571 ha un'ampiezza di taglio di 38 cm, può montare il filo o la lama, che rendono la macchina perfetta per semplici lavori di taglio dell'erba o per lavori di pulizia pesanti.",/images/dewalt_products_resto/DECESPUGLIATORE54VXRFLEXVOLT.webp,N/A
Rasaerba Brushless XR 18Vx2 - 2 Batterie x 5Ah,dcmw564p2-qw,"Rasaerba Brushless XR 18Vx2 - 2 Batterie x 5Ah

Questo potente rasaerba BRUSHLESS è dotato di un motore senza spazzole per garantire la massima efficienza energetica e un’importante autonomia. È dotato di un’impugnatura dal design ergonomico, 5 altezze di taglio e maniglie per un comodo trasporto dell’utensile nelle aree di lavoro o di stoccaggio. La macchina è dotata di un telaio in metallo robusto e durevole che garantisce costante stabilità e precisione di taglio. Ha un'ampiezza di taglio di 48cm ed utilizza due batterie 18V XR 5Ah in contemporanea per tagliare aree fino a 750m2. La sua interfaccia elettronica consente di tenere monitorato il livello di carica delle batterie. Per una naturale fertilizzazione del prato, il rasaerba può essere utilizzato nella funzione mulching. In alternativa dispone del capiente cesto di raccolta di 55 litri in tessuto retato per un prato senza residui.",/images/dewalt_products_resto/RasaerbaBrushlessXR18Vx2-2Batteriex5Ah.webp,N/A
"Barra ricambio per elettrosega con impugnatura superiore barra 30 cm 0.325""LP compatibile con DCMCST635",dzo6430-qz,"Barra ricambio per elettrosega con impugnatura superiore barra 30 cm 0.325""LP compatibile con DCMCST635

",/images/dewalt_products_resto/Barraricambioperelettrosegaconimpugnaturasuperiorebarra30cm0325LPcompatibileconDCMCST635.webp,N/A
"Barra ricambio per elettrosega con impugnatura superiore barra 40 cm 0.325""LP compatibile con DCMCST635",dzo6440-qz,"Barra ricambio per elettrosega con impugnatura superiore barra 40 cm 0.325""LP compatibile con DCMCST635

",/images/dewalt_products_resto/Barraricambioperelettrosegaconimpugnaturasuperiorebarra40cm0325LPcompatibileconDCMCST635.webp,N/A
"Elettrosega a catena con impugnatura superiore barra 35cm XR Flexvolt 54V, motore BRUSHLESS, Potenza pari a 2.4 HP, Velocità catena 23 m/s. 1 batteria Flex Volt 9Ah, caricabatterie, chiave di servizio, copribarra.",dcmcst635x1-qw,"Elettrosega a catena con impugnatura superiore barra 35cm XR Flexvolt 54V, motore BRUSHLESS, Potenza pari a 2.4 HP, Velocità catena 23 m/s. 1 batteria Flex Volt 9Ah, caricabatterie, chiave di servizio, copribarra.

",/images/dewalt_products_resto/Elettrosegaacatenaconimpugnaturasuperiorebarra35cmXRFlexvolt54VmotoreBRUSHLESSPotenzaparia24HPVelocitàcatena23ms1batteriaFlexVolt9Ahcaricabatteriechiavediserviziocopribarra.webp,N/A
"Catena ricambio per elettrosega con impugnatura superiore barra 40 cm 0.325""LP compatibile con DCMCST635",dzo6540-qz,"Catena ricambio per elettrosega con impugnatura superiore barra 40 cm 0.325""LP compatibile con DCMCST635

",/images/dewalt_products_resto/Catenaricambioperelettrosegaconimpugnaturasuperiorebarra40cm0325LPcompatibileconDCMCST635.webp,N/A
Lame di ricambio per rasaerba a spinta e semoventi 53cm compatibile con DCMWSP156 DCMWP134 DCMWSP550 DCMWP500,dt20902-qz,"Lame di ricambio per rasaerba a spinta e semoventi 53cm compatibile con DCMWSP156 DCMWP134 DCMWSP550 DCMWP500

",/images/dewalt_products_resto/Lamediricambioperrasaerbaaspintaesemoventi53cmcompatibileconDCMWSP156DCMWP134DCMWSP550DCMWP500.webp,N/A
"Barra ricambio per elettrosega con impugnatura superiore barra 35 cm 0.325""LP compatibile con DCMCST635",dt20691-qz,"Barra ricambio per elettrosega con impugnatura superiore barra 35 cm 0.325""LP compatibile con DCMCST635

",/images/dewalt_products_resto/Barraricambioperelettrosegaconimpugnaturasuperiorebarra35cm0325LPcompatibileconDCMCST635.webp,N/A
"Elettrosega a catena per potatura 20 cm XR 18V motore BRUSHLESS, lunghezza barra 20 cm, senza batteria e caricabatteria.",dcmps520n-xj,"Elettrosega a catena per potatura 20 cm XR 18V motore BRUSHLESS, lunghezza barra 20 cm, senza batteria e caricabatteria.

Leggera e compatta, la motosega da potatura a batteria XR da 18 V è dotata di un motore brushless ad alta efficienza progettato per massimizzare l'autonomia e la durata del motore con un massimo di 70 tagli per carica.* Con un peso di soli 2,08 kg (solo utensile), la motosega da potatura è più leggera del 61%* * e 3 volte più compatto,** progettato per ridurre l'affaticamento durante il taglio, la rifinitura e la potatura. Usalo per tagliare i rami degli alberi abbattuti, tagliare fasci di legno o rami e gestire i cespugli spessi o le esigenze di potatura quotidiana. Il design compatto consente un facile accesso agli spazi ristretti. La protezione della punta integrata è progettata per fornire stabilità durante i tagli e la chiave integrata per un tensionamento facile e veloce. Parte del sistema di batterie XR da 18 V.",/images/dewalt_products_resto/Elettrosegaacatenaperpotatura20cmXR18VmotoreBRUSHLESSlunghezzabarra20cmsenzabatteriaecaricabatteria.webp,N/A
"Catena ricambio per elettrosega con impugnatura superiore barra 30 cm 0.325""LP compatibile con DCMCST635",dzo6530-qz,"Catena ricambio per elettrosega con impugnatura superiore barra 30 cm 0.325""LP compatibile con DCMCST635

",/images/dewalt_products_resto/Catenaricambioperelettrosegaconimpugnaturasuperiorebarra30cm0325LPcompatibileconDCMCST635.webp,N/A
"Catena ricambio per elettrosega con impugnatura superiore barra 35 cm 0.325""LP compatibile con DCMCST635",dt20692-qz,"Catena ricambio per elettrosega con impugnatura superiore barra 35 cm 0.325""LP compatibile con DCMCST635

",/images/dewalt_products_resto/Catenaricambioperelettrosegaconimpugnaturasuperiorebarra35cm0325LPcompatibileconDCMCST635.webp,N/A
"Soffiatore assiale XR Flexvolt 54V, motore BRUSHLESS, Modalità TURBIO, Portata massima 21.5 m3/min, Velocità 280km/h. 1 batteria Flex Volt 9Ah, caricabatterie, 2 tubi",dcmbl777x1-qw,"Soffiatore assiale XR Flexvolt 54V, motore BRUSHLESS, Modalità TURBIO, Portata massima 21.5 m3/min, Velocità 280km/h. 1 batteria Flex Volt 9Ah, caricabatterie, 2 tubi

Il soffiatore assiale DEWALT 54V XR FLEXVOLT esegue il tuo lavoro con un volume d'aria fino a 21,5 m³/min e 258 KPH. Ideale per paesaggisti, giardinieri e giardinieri professionisti, è stato progettato con caratteristiche per rendere il lavoro più semplice ed efficiente. Questo soffiatore assiale portatile senza fili è dotato di un motore brushless altamente efficiente che consente un funzionamento silenzioso e un eccellente rapporto peso/potenza con un grilletto a velocità variabile e un blocco della velocità per controllare l'uscita del soffiatore. Il suo design ben bilanciato e i controlli ottimizzati lo rendono facile da usare per utenti destrimani e mancini. Questo kit viene fornito anche con una batteria XR FLEXVOLT da 18 V/54 V che può alimentare sia la tua gamma di strumenti e attrezzature XR da 54 V sia i tuoi strumenti da 18 V e può essere caricata con i caricabatterie da 18 V.",/images/dewalt_products_resto/SoffiatoreassialeXRFlexvolt54VmotoreBRUSHLESSModalitàTURBIOPortatamassima215m3minVelocità280kmh1batteriaFlexVolt9Ahcaricabatterie2tubi.webp,N/A
"Elettrosega a catena con impugnatura superiore barra 35cm XR Flexvolt 54V, motore BRUSHLESS, Potenza pari a 2.4 HP, Velocità catena 23 m/s. Senza batteria e caricabatteria.",dcmcst635n-xj,"Elettrosega a catena con impugnatura superiore barra 35cm XR Flexvolt 54V, motore BRUSHLESS, Potenza pari a 2.4 HP, Velocità catena 23 m/s. Senza batteria e caricabatteria.

",/images/dewalt_products_resto/Elettrosegaacatenaconimpugnaturasuperiorebarra35cmXRFlexvolt54VmotoreBRUSHLESSPotenzaparia24HPVelocitàcatena23msSenzabatteriaecaricabatteria.webp,N/A
"Tagliasiepi lama 65cm XR Flexvolt 54V, motore BRUSHLESS, lame a doppia azione da 65cm, passo lama 31mm. Senza batteria e caricabatteria.",dcmht573n-xj,"Tagliasiepi lama 65cm XR Flexvolt 54V, motore BRUSHLESS, lame a doppia azione da 65cm, passo lama 31mm. Senza batteria e caricabatteria.

Potente e professionale, il tagliasiepi a batteria DEWALT 54V è dotato di lame tagliate al laser con una distanza tra le lame di 31 mm che consente tagli più fluidi con una qualità di taglio professionale di volta in volta. Dotato di motore DC brushless di ultima generazione per un'eccellente autonomia, struttura estremamente resistente e 2 interruttori per un avviamento sicuro. Oscilla a 3.400 colpi al minuto. Compatibile con tutte le batterie XR FLEXVOLT da 54 V.",/images/dewalt_products_resto/Tagliasiepilama65cmXRFlexvolt54VmotoreBRUSHLESSlameadoppiaazioneda65cmpassolama31mmSenzabatteriaecaricabatteria.webp,N/A
"Soffiatore assiale XR Flexvolt 54V, motore BRUSHLESS, Modalità TURBIO, Portata massima 21.5 m3/min, Velocità 280km/h,. Senza batteria e caricabatteria.",dcmbl777n-xj,"Soffiatore assiale XR Flexvolt 54V, motore BRUSHLESS, Modalità TURBIO, Portata massima 21.5 m3/min, Velocità 280km/h,. Senza batteria e caricabatteria.

Il soffiatore assiale DEWALT 54V XR FLEXVOLT esegue il tuo lavoro con un volume d'aria fino a 21,5 m³/min e 258 KPH. Ideale per paesaggisti, giardinieri e giardinieri professionisti, è stato progettato con caratteristiche per rendere il lavoro più semplice ed efficiente. Questo soffiatore assiale portatile senza fili è dotato di un motore brushless altamente efficiente che consente un funzionamento silenzioso e un eccellente rapporto peso/potenza con un grilletto a velocità variabile e un blocco della velocità per controllare l'uscita del soffiatore. Il suo design ben bilanciato e i controlli ottimizzati lo rendono facile da usare per utenti destrimani e mancini. Parte del sistema di batterie XR FLEXVOLT da 54 V, che può alimentare sia la tua gamma di strumenti e attrezzature XR da 54 V sia i tuoi strumenti da 18 V e può essere ricaricato con i caricabatterie da 18 V. Questo SKU è venduto come unità semplice, batterie e caricabatterie venduti separatamente.",/images/dewalt_products_resto/SoffiatoreassialeXRFlexvolt54VmotoreBRUSHLESSModalitàTURBIOPortatamassima215m3minVelocità280kmhSenzabatteriaecaricabatteria.webp,N/A
54V XR FLEXVOLT 50cm Chainsaw - 1X 9.0Ah Battery and Fast Charger,dcmcs575x1-qw,"54V XR FLEXVOLT 50cm Chainsaw - 1X 9.0Ah Battery and Fast Charger

",/images/dewalt_products_resto/54VXRFLEXVOLT50cmChainsaw-1X90AhBatteryandFastCharger.webp,N/A
54V XR FLEXVOLT 50CM High Powered Chainsaw (Tool Only),dcmcs575n-xj,"54V XR FLEXVOLT 50CM High Powered Chainsaw (Tool Only)

",/images/dewalt_products_resto/54VXRFLEXVOLT50CMHighPoweredChainsawToolOnly.webp,N/A
54V XR FLEXVOLT 45CM High Powered Chainsaw (Tool Only),dcmcs574n-xj,"54V XR FLEXVOLT 45CM High Powered Chainsaw (Tool Only)

",/images/dewalt_products_resto/54VXRFLEXVOLT45CMHighPoweredChainsawToolOnly.webp,N/A
Tagliasiepi telescopico XR 18V (senza batterie e caricabatteria),dcmph566n-xj,"Tagliasiepi telescopico XR 18V (senza batterie e caricabatteria)

Questo tosasiepi ad asta ha un'ampia portata di 3,35 m e un'innovativa testa articolata a 7 posizioni, che combinata con una velocità operativa di 2800 m/s, consente ai professionisti di affrontare i lavori più impegnativi con il pieno controllo dell'utensile, indipendentemente dall'altezza, dalla forma o dalla densità del fogliame. Offre un'autonomia estrema, fino a 75 minuti. Con una lama lunga 55 cm e un'impressionante larghezza di taglio di 25 mm, questo robusto utensile offre prestazioni di taglio sempre affidabili e costanti.",/images/dewalt_products_resto/TagliasiepitelescopicoXR18Vsenzabatterieecaricabatteria.webp,N/A
Elettrosega 54V XR FLEXVOLT,dcm575x1-qw,"Elettrosega 54V XR FLEXVOLT

",/images/dewalt_products_resto/Elettrosega54VXRFLEXVOLT.webp,N/A
Filo di ricambio per tagliabordi 2mm x 68.6m,dt20651-qz,"Filo di ricambio per tagliabordi 2mm x 68.6m

",/images/dewalt_products_resto/Filodiricambiopertagliabordi2mmx686m.webp,N/A
Filo di ricambio per tagliabordi 2mm x 15.2m,dt20650-qz,"Filo di ricambio per tagliabordi 2mm x 15.2m

",/images/dewalt_products_resto/Filodiricambiopertagliabordi2mmx152m.webp,N/A
Soffiatore Assiale 54V XR FLEXVOLT - Unità senza batteria,dcmba572n-xj,"Soffiatore Assiale 54V XR FLEXVOLT - Unità senza batteria

Progettato per pulire efficacemente e velocemente aree di lavoro, cantieri, strade, giardini, piazzali e viali. Questo potente e versatile soffiatore a batteria è l’alleato ideale per tutti gli utenti professionali tra cui imprese di costruzione, carpentieri, artigiani del legno e del metallo, paesaggisti, addetti alle aree verdi e specialisti nelle pulizie.",/images/dewalt_products_resto/SoffiatoreAssiale54VXRFLEXVOLT-Unitàsenzabatteria.webp,N/A
Soffiatore Assiale 54V XR FLEXVOLT,dcmba572x1-qw,"Soffiatore Assiale 54V XR FLEXVOLT

Progettato per pulire efficacemente e velocemente aree di lavoro, cantieri, strade, giardini, piazzali e viali. Questo potente e versatile soffiatore a batteria è l’alleato ideale per tutti gli utenti professionali tra cui imprese di costruzione, carpentieri, artigiani del legno e del metallo, paesaggisti, addetti alle aree verdi e specialisti nelle pulizie.",/images/dewalt_products_resto/SoffiatoreAssiale54VXRFLEXVOLT.webp,N/A
Potatore su asta di prolunga XR 18V - Unità senza batteria e caricabatteria,dcmps567n-xj,"Potatore su asta di prolunga XR 18V - Unità senza batteria e caricabatteria

Questo utensile ergonomico è stato progettato da DEWALT per garantire la massima leggerezza e il massimo bilanciamento in uso. La struttura robusta lo rende facile da manovrare anche quando è esteso al massimo della lunghezza. - Unità senza batteria e caricabatteria",/images/dewalt_products_resto/PotatoresuastadiprolungaXR18V-Unitàsenzabatteriaecaricabatteria.webp,N/A
Potatore su asta di prolunga XR 18V,dcmps567p1-qw,"Potatore su asta di prolunga XR 18V

Questo utensile ergonomico è stato progettato da DEWALT per garantire la massima leggerezza e il massimo bilanciamento in uso. La struttura robusta lo rende facile da manovrare anche quando è esteso al massimo della lunghezza.",/images/dewalt_products_resto/PotatoresuastadiprolungaXR18V.webp,N/A
Rasaerba DEWALT 2x18V XR - Unità senza batteria e caricabatterie,dcmw564n-xj,"Rasaerba DEWALT 2x18V XR - Unità senza batteria e caricabatterie

Questo potente rasaerba BRUSHLESS è dotato di un motore senza spazzole per garantire la massima efficienza energetica e un’importante autonomia. È dotato di un’impugnatura dal design ergonomico, 5 altezze di taglio e maniglie per un comodo trasporto dell’utensile nelle aree di lavoro o di stoccaggio. La macchina è dotata di un telaio in metallo robusto e durevole che garantisce costante stabilità e precisione di taglio.",/images/dewalt_products_resto/RasaerbaDEWALT2x18VXR-Unitàsenzabatteriaecaricabatterie.webp,N/A
Catena 40 cm per Elettrosega,dt20663-qz,"Catena 40 cm per Elettrosega

",/images/dewalt_products_resto/Catena40cmperElettrosega.webp,N/A
Elettrosega Compatta Brushless 30CM XR 18V,dcm565p1-qw,"Elettrosega Compatta Brushless 30CM XR 18V

L’elettrosega compatta DCM565P1 18V è un utensile versatile che può essere usato sia in applicazioni di giardinaggio che in ambito costruzioni. Monta una barra e una catena da 30cm che sono estremamente efficienti sia nel taglio di tronchi che nel taglio di travi in spazi angusti. Leggera e facile da maneggiare, la DCM565 ha una seconda impugnatura che ne rende comodo l’utilizzo, un sistema di lubrificazione automatica della catena e un cambio catena effettuabile senza bisogno di utensili di servizio.",/images/dewalt_products_resto/ElettrosegaCompattaBrushless30CMXR18V.webp,N/A
Elettrosega Brushless 18V XR 30cm - Unità senza batteria e caricabatterie,dcm565n-xj,"Elettrosega Brushless 18V XR 30cm - Unità senza batteria e caricabatterie

L’elettrosega compatta DCM565P1 18V è un utensile versatile che può essere usato sia in applicazioni di giardinaggio che in ambito costruzioni. Monta una barra e una catena da 30cm che sono estremamente efficienti sia nel taglio di tronchi che nel taglio di travi in spazi angusti. Leggera e facile da maneggiare, la DCM565 ha una seconda impugnatura che ne rende comodo l’utilizzo, un sistema di lubrificazione automatica della catena e un cambio catena effettuabile senza bisogno di utensili di servizio. Unità senza batteria e senza caricabatterie.",/images/dewalt_products_resto/ElettrosegaBrushless18VXR30cm-Unitàsenzabatteriaecaricabatterie.webp,N/A
Elettrosega a catena 54V XR FLEXVOLT - Unità senza batteria,dcm575n-xj,"Elettrosega a catena 54V XR FLEXVOLT - Unità senza batteria

Il DCM575 ha una capacità di taglio di 40 cm e può fornire fino a 65 tagli per carica con una batteria XR FLEXVOLT® 9Ah. La velocità della catena di 15 m/s2 lo rende ideale per i professionisti del settore edile e paesaggistico. Unità nuda, batterie e caricabatterie venduti separatamente.",/images/dewalt_products_resto/Elettrosegaacatena54VXRFLEXVOLT-Unitàsenzabatteria.webp,N/A
Soffiatore 54V XR FLEXVOLT - Unità senza batteria,dcm572n-xj,"Soffiatore 54V XR FLEXVOLT - Unità senza batteria

DeWALT ha creato la serie di elettroutensili XR FLEXVOLT, consentendo ai professionisti dell'edilizia di utilizzare utensili a batteria per lavori che prima erano completamente impossibili da eseguire. XR FLEXVOLT è una serie di elettroutensili a 54V che offrono autonomie e prestazioni migliorate. . DEWALT XR FLEXVOLT è l'unica batteria sul mercato che passa da 54V a 18V, rendendola così compatibile con i vostri elettroutensili XR.",/images/dewalt_products_resto/Soffiatore54VXRFLEXVOLT-Unitàsenzabatteria.webp,N/A
